id,sqm,room,type,price,description,agency,url,region,date,source
13540521,31,1,Tégla,36.9,"Rövidtávú kiadásra (airbnb) tökéletes! Legjobb lokáció!
A Ferenciek tere mellett, a Grinzingi borozóval szemben álló épület harmadik szintjén helyezkedik el ez a nagyoncsöndes szuper garzon, amely akár jelen állapotában, akár állógaléria építéssel szolgálhat remek...",,https://www.oc.hu/ingatlanok/H393835?c=1b06e8e0,H393835,2019-09-18,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-09-18,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-09-18,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-09-18,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-09-18,centrum
13205004,28,1,Tégla,47,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-09-18,centrum
13540521,31,1,Tégla,36.9,"Rövidtávú kiadásra (airbnb) tökéletes! Legjobb lokáció!
A Ferenciek tere mellett, a Grinzingi borozóval szemben álló épület harmadik szintjén helyezkedik el ez a nagyoncsöndes szuper garzon, amely akár jelen állapotában, akár állógaléria építéssel szolgálhat remek...",,https://www.oc.hu/ingatlanok/H393835?c=1b06e8e0,H393835,2019-09-24,centrum
13617162,31,1,Tégla,34.9,"Rejtett kis ékszerdoboz várja következő tulajdonosát 5 perc sétára a Deák & Astoria közelében nyugodt kismellékutcában.
...",,https://www.oc.hu/ingatlanok/H394360?c=1b06e8e0,H394360,2019-09-24,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-09-24,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-09-24,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-09-24,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-09-24,centrum
13205004,28,1,Tégla,46,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-09-24,centrum
13540521,31,1,Tégla,36.9,"Rövidtávú kiadásra (airbnb) tökéletes! Legjobb lokáció!
A Ferenciek tere mellett, a Grinzingi borozóval szemben álló épület harmadik szintjén helyezkedik el ez a nagyoncsöndes szuper garzon, amely akár jelen állapotában, akár állógaléria építéssel szolgálhat remek...",,https://www.oc.hu/ingatlanok/H393835?c=1b06e8e0,H393835,2019-09-30,centrum
13617162,31,1,Tégla,34.9,"Rejtett kis ékszerdoboz várja következő tulajdonosát 5 perc sétára a Deák & Astoria közelében nyugodt kismellékutcában.
...",,https://www.oc.hu/ingatlanok/H394360?c=1b06e8e0,H394360,2019-09-30,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-09-30,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-09-30,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-09-30,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-09-30,centrum
13205004,28,1,Tégla,46,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-09-30,centrum
13617162,31,1,Tégla,34.9,"Rejtett kis ékszerdoboz várja következő tulajdonosát 5 perc sétára a Deák & Astoria közelében nyugodt kismellékutcában.
...",,https://www.oc.hu/ingatlanok/H394360?c=1b06e8e0,H394360,2019-10-10,centrum
13540521,31,1,Tégla,35.9,"Rövidtávú kiadásra (airbnb) tökéletes! Legjobb lokáció!
Az ingatlanhoz webséta elérhető. További információért hívjon! 
...",,https://www.oc.hu/ingatlanok/H393835?c=1b06e8e0,H393835,2019-10-10,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-10-10,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-10-10,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-10-10,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-10-10,centrum
13205004,28,1,Tégla,45,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-10-10,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-10-14,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-10-14,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-10-14,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-10-14,centrum
13205004,28,1,Tégla,45,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-10-14,centrum
13617162,31,1,Tégla,34.9,"Rejtett kis ékszerdoboz várja következő tulajdonosát 5 perc sétára a Deák & Astoria közelében nyugodt kismellékutcában.
...",,https://www.oc.hu/ingatlanok/H394360?c=1b06e8e0,H394360,2019-10-14,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-10-21,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-10-21,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-10-21,centrum
13205004,28,1,Tégla,45,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-10-21,centrum
13617162,31,1,Tégla,34.9,"Rejtett kis ékszerdoboz várja következő tulajdonosát 5 perc sétára a Deák & Astoria közelében nyugodt kismellékutcában.
...",,https://www.oc.hu/ingatlanok/H394360?c=1b06e8e0,H394360,2019-10-21,centrum
13243082,30,2,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-10-21,centrum
11759603,32,1 + 1 félszoba,Tégla,33.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-04-02,centrum
10809055,28,1,Tégla,32.5,"Galériás stúdiólakás a Fővám térnél
Pár lépésre a Fővám tértől jó állapotú, dekoratív házban, délkeleti fekvésű, csendes, egyedi fűtésűlakás eladó. Kiváló lehetőség befektetőknek, hiszen értékálló és 7% feletti hozam is elérhető.",,https://www.oc.hu/ingatlanok/H374676?c=1b06e8e0,H374676,2019-04-02,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-04-02,centrum
13205004,28,1,Tégla,49.9,"V. Garibaldi utca
V. kerület egyik legkedveltebb utcájában eladó ez a 28nm-es lakás.
Liftes szép épület, a lakás a IV. emeleten van....",,https://www.oc.hu/ingatlanok/H391318?c=1b06e8e0,H391318,2019-09-02,centrum
13243082,30,1 + 1 félszoba,Tégla,37.5,"FELÚJÍTOTT LAKÁS A SZENT ISTVÁN KÖRÚTON
Eladó egy 2. emeleti, utcai nézetű 1+1 szobás, 30 m2-es lakás a Szent István körút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391785?c=1b06e8e0,H391785,2019-09-02,centrum
13247999,32,1,Tégla,39.9,"Eladó egy 2. emeleti, utcai nézetű 1 szobás, galériázott, 32 m2-es (+ 7 m2 galéria!) lakás a Szent Istvánkörút V. kerületi oldalán.
A legutolsó közgyűlésen döntöttek a tetőtér értékesítéséről, amelynek köszönhetően a homlokzat...",,https://www.oc.hu/ingatlanok/H391787?c=1b06e8e0,H391787,2019-09-02,centrum
13255893,31,1,Tégla,37,"Igényeseknek
A Honvéd utca 16. számú bérház Vidor Emil műépítész tervei alapján épült 1912-ben, az épület timpanonjaés a zárt erkély kapott díszítést; fenti részen egy középkori lovas katona látható teljes vértezetben,...",,https://www.oc.hu/ingatlanok/H391956?c=1b06e8e0,H391956,2019-09-02,centrum
11759603,32,1 + 1 félszoba,Tégla,25.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-09-02,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-09-02,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-09-02,centrum
12026592,29,1,Tégla,32.9,"BELVÁROSI CSENDES GARZON
BELVÁROSI CSENDES GARZON
...",,https://www.oc.hu/ingatlanok/H383569?c=1b06e8e0,H383569,2019-05-03,centrum
11759603,32,1 + 1 félszoba,Tégla,28.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-05-03,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-05-03,centrum
11759603,32,1 + 1 félszoba,Tégla,26.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-06-03,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-06-03,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-07-04,centrum
11759603,32,1 + 1 félszoba,Tégla,26.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-07-04,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-07-04,centrum
11759603,32,1 + 1 félszoba,Tégla,25.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-08-05,centrum
12625576,33,1,Tégla,44.3,"Garzonlakás a Váci utcában
Felújítandó egy szobás lakás eladó a Váci utcában. Panorámás a Vásárcsarnokra, és az ablakból jóllátszik a Szabadság híd és a Műegyetem is. ...",,https://www.oc.hu/ingatlanok/H387534?c=1b06e8e0,H387534,2019-08-05,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-08-05,centrum
11759603,32,1 + 1 félszoba,Tégla,29.9,"Egyedi kuckó a belváros szívében! 

V. kerület szívében, a nyüzsgő város csendes szigetén, a Károly kertnél eladó egy 32 nm-es, másfél szobás...",,https://www.oc.hu/ingatlanok/H381322?c=1b06e8e0,H381322,2019-04-06,centrum
10809055,28,1,Tégla,32.5,"Galériás stúdiólakás a Fővám térnél
Pár lépésre a Fővám tértől jó állapotú, dekoratív házban, délkeleti fekvésű, csendes, egyedi fűtésűlakás eladó. Kiváló lehetőség befektetőknek, hiszen értékálló és 7% feletti hozam is elérhető.",,https://www.oc.hu/ingatlanok/H374676?c=1b06e8e0,H374676,2019-04-06,centrum
11056509,32,1,Tégla,49.9,"Garzonlakás a Károly körúton az Akváriumnál
Eladó tégla lakás a Károly körúton, 2-ik emeleti, teljesen felújítandó 32nm+5nm előtér közös, délnyugati,dupla francia erkélyes, kiváló airbnb-re, zárt szép lépcsőházzal, karbantartott házban. ...",,https://www.oc.hu/ingatlanok/H376578?c=1b06e8e0,H376578,2019-04-06,centrum
